# Tutorial-scale subset of the Central Asia thermal-history compilation from
# Boone et al. (2025), Communications Earth & Environment 6, 1015.
# DOI of full dataset: https://doi.org/10.58024/AGUA6E7B32B9
# Original source: https://github.com/samuelcboone/ThermoPlates (Example_data_Central_Asia.csv).
# Data downsampled to 5 Myr cadence for tutorial use; full per-Myr resolution
# is available on the EarthBank platform (https://earthbank.auscope.org.au/).
# Columns: lat, lon, sample_name, TOAGE (Ma), FROMAGE (Ma), OnlyCooling (degC),
#          TempDiff (degC, uncertainty), Region (id), Sub-Region (id).
lat,lon,sample_name,TOAGE,FROMAGE,OnlyCooling,TempDiff,Region,Sub-Region
39.082,70.609,GM-19,280,280.999,,,1,12
39.082,70.609,GM-19,275,275.999,,,1,12
39.082,70.609,GM-19,270,270.999,,,1,12
39.082,70.609,GM-19,265,265.999,,,1,12
39.082,70.609,GM-19,260,260.999,,,1,12
39.082,70.609,GM-19,255,255.999,,,1,12
39.082,70.609,GM-19,250,250.999,,,1,12
39.082,70.609,GM-19,245,245.999,,,1,12
39.082,70.609,GM-19,240,240.999,,,1,12
39.082,70.609,GM-19,235,235.999,,,1,12
39.082,70.609,GM-19,230,230.999,,,1,12
39.082,70.609,GM-19,225,225.999,,,1,12
39.082,70.609,GM-19,220,220.999,,,1,12
39.082,70.609,GM-19,215,215.999,,,1,12
39.082,70.609,GM-19,210,210.999,,,1,12
39.082,70.609,GM-19,205,205.999,,,1,12
39.082,70.609,GM-19,200,200.999,,,1,12
39.082,70.609,GM-19,195,195.999,,,1,12
39.082,70.609,GM-19,190,190.999,,,1,12
39.082,70.609,GM-19,185,185.999,,,1,12
39.082,70.609,GM-19,180,180.999,,,1,12
39.082,70.609,GM-19,175,175.999,,,1,12
39.082,70.609,GM-19,170,170.999,,,1,12
39.082,70.609,GM-19,165,165.999,,,1,12
39.082,70.609,GM-19,160,160.999,,,1,12
39.082,70.609,GM-19,155,155.999,,,1,12
39.082,70.609,GM-19,150,150.999,,,1,12
39.082,70.609,GM-19,145,145.999,,,1,12
39.082,70.609,GM-19,140,140.999,,,1,12
39.082,70.609,GM-19,135,135.999,,,1,12
39.082,70.609,GM-19,130,130.999,,,1,12
39.082,70.609,GM-19,125,125.999,,,1,12
39.082,70.609,GM-19,120,120.999,,,1,12
39.082,70.609,GM-19,115,115.999,,,1,12
39.082,70.609,GM-19,110,110.999,,,1,12
39.082,70.609,GM-19,105,105.999,,,1,12
39.082,70.609,GM-19,100,100.999,,,1,12
39.082,70.609,GM-19,95,95.999,,,1,12
39.082,70.609,GM-19,90,90.999,,,1,12
39.082,70.609,GM-19,85,85.999,,,1,12
39.082,70.609,GM-19,80,80.999,,,1,12
39.082,70.609,GM-19,75,75.999,,,1,12
39.082,70.609,GM-19,70,70.999,,,1,12
39.082,70.609,GM-19,65,65.999,,,1,12
39.082,70.609,GM-19,60,60.999,,,1,12
39.082,70.609,GM-19,55,55.999,,,1,12
39.082,70.609,GM-19,50,50.999,,,1,12
39.082,70.609,GM-19,45,45.999,140.3109772,0.025605536,1,12
39.082,70.609,GM-19,40,40.999,139.7765816,0.189403421,1,12
39.082,70.609,GM-19,35,35.999,138.8296277,0.19005628,1,12
39.082,70.609,GM-19,30,30.999,137.6986881,0.274383708,1,12
39.082,70.609,GM-19,25,25.999,136.6259286,,1,12
39.082,70.609,GM-19,20,20.999,136.548146,0.891481463,1,12
39.082,70.609,GM-19,15,15.999,75.27429434,11.70548682,1,12
39.082,70.609,GM-19,10,10.999,,,1,12
39.082,70.609,GM-19,5,5.999,,,1,12
39.082,70.609,GM-19,0,0.999,14.45838272,,1,12
39.006,70.317,GM-21,300,300.999,,,1,12
39.006,70.317,GM-21,295,295.999,,,1,12
39.006,70.317,GM-21,290,290.999,,,1,12
39.006,70.317,GM-21,285,285.999,,,1,12
39.006,70.317,GM-21,280,280.999,,,1,12
39.006,70.317,GM-21,275,275.999,,,1,12
39.006,70.317,GM-21,270,270.999,,,1,12
39.006,70.317,GM-21,265,265.999,,,1,12
39.006,70.317,GM-21,260,260.999,,,1,12
39.006,70.317,GM-21,255,255.999,,,1,12
39.006,70.317,GM-21,250,250.999,,,1,12
39.006,70.317,GM-21,245,245.999,,,1,12
39.006,70.317,GM-21,240,240.999,,,1,12
39.006,70.317,GM-21,235,235.999,,,1,12
39.006,70.317,GM-21,230,230.999,,,1,12
39.006,70.317,GM-21,225,225.999,,,1,12
39.006,70.317,GM-21,220,220.999,,,1,12
39.006,70.317,GM-21,215,215.999,,,1,12
39.006,70.317,GM-21,210,210.999,,,1,12
39.006,70.317,GM-21,205,205.999,,,1,12
39.006,70.317,GM-21,200,200.999,,,1,12
39.006,70.317,GM-21,195,195.999,,,1,12
39.006,70.317,GM-21,190,190.999,,,1,12
39.006,70.317,GM-21,185,185.999,,,1,12
39.006,70.317,GM-21,180,180.999,,,1,12
39.006,70.317,GM-21,175,175.999,,,1,12
39.006,70.317,GM-21,170,170.999,,,1,12
39.006,70.317,GM-21,165,165.999,,,1,12
39.006,70.317,GM-21,160,160.999,,,1,12
39.006,70.317,GM-21,155,155.999,,,1,12
39.006,70.317,GM-21,150,150.999,,,1,12
39.006,70.317,GM-21,145,145.999,,,1,12
39.006,70.317,GM-21,140,140.999,,,1,12
39.006,70.317,GM-21,135,135.999,,,1,12
39.006,70.317,GM-21,130,130.999,,,1,12
39.006,70.317,GM-21,125,125.999,,,1,12
39.006,70.317,GM-21,120,120.999,,,1,12
39.006,70.317,GM-21,115,115.999,,,1,12
39.006,70.317,GM-21,110,110.999,,,1,12
39.006,70.317,GM-21,105,105.999,,,1,12
39.006,70.317,GM-21,100,100.999,,,1,12
39.006,70.317,GM-21,95,95.999,,,1,12
39.006,70.317,GM-21,90,90.999,,,1,12
39.006,70.317,GM-21,85,85.999,,,1,12
39.006,70.317,GM-21,80,80.999,,,1,12
39.006,70.317,GM-21,75,75.999,,,1,12
39.006,70.317,GM-21,70,70.999,,,1,12
39.006,70.317,GM-21,65,65.999,,,1,12
39.006,70.317,GM-21,60,60.999,,,1,12
39.006,70.317,GM-21,55,55.999,,,1,12
39.006,70.317,GM-21,50,50.999,148.9094317,0.442269798,1,12
39.006,70.317,GM-21,45,45.999,146.5687525,0.543414058,1,12
39.006,70.317,GM-21,40,40.999,143.5696866,0.737640956,1,12
39.006,70.317,GM-21,35,35.999,140.0929305,0.538247919,1,12
39.006,70.317,GM-21,30,30.999,137.5373869,0.534007353,1,12
39.006,70.317,GM-21,25,25.999,126.7541472,12.91991739,1,12
39.006,70.317,GM-21,20,20.999,70.78788112,4.677212957,1,12
39.006,70.317,GM-21,15,15.999,,,1,12
39.006,70.317,GM-21,10,10.999,,,1,12
39.006,70.317,GM-21,5,5.999,69.46107579,2.054736842,1,12
39.006,70.317,GM-21,0,0.999,12.104,,1,12
42.227,63.889,UZ-19,300,300.999,,,3,11
42.227,63.889,UZ-19,295,295.999,,,3,11
42.227,63.889,UZ-19,290,290.999,,,3,11
42.227,63.889,UZ-19,285,285.999,,,3,11
42.227,63.889,UZ-19,280,280.999,,,3,11
42.227,63.889,UZ-19,275,275.999,,,3,11
42.227,63.889,UZ-19,270,270.999,,,3,11
42.227,63.889,UZ-19,265,265.999,,,3,11
42.227,63.889,UZ-19,260,260.999,,,3,11
42.227,63.889,UZ-19,255,255.999,,,3,11
42.227,63.889,UZ-19,250,250.999,,,3,11
42.227,63.889,UZ-19,245,245.999,130.4928541,0.568843111,3,11
42.227,63.889,UZ-19,240,240.999,126.0548394,1.733491636,3,11
42.227,63.889,UZ-19,235,235.999,114.7390494,3.107149565,3,11
42.227,63.889,UZ-19,230,230.999,97.39536364,3.649058383,3,11
42.227,63.889,UZ-19,225,225.999,78.66608148,3.761133004,3,11
42.227,63.889,UZ-19,220,220.999,62.48869146,2.334651899,3,11
42.227,63.889,UZ-19,215,215.999,51.99565456,1.895299677,3,11
42.227,63.889,UZ-19,210,210.999,44.71250033,1.118060275,3,11
42.227,63.889,UZ-19,205,205.999,40.59199348,0.750611646,3,11
42.227,63.889,UZ-19,200,200.999,37.67323898,0.306339161,3,11
42.227,63.889,UZ-19,195,195.999,36.14154317,0.306339161,3,11
42.227,63.889,UZ-19,190,190.999,34.73536553,0.185510428,3,11
42.227,63.889,UZ-19,185,185.999,33.96394628,0.134801468,3,11
42.227,63.889,UZ-19,180,180.999,33.28993894,0.133336016,3,11
42.227,63.889,UZ-19,175,175.999,32.68304032,0.109674147,3,11
42.227,63.889,UZ-19,170,170.999,32.13466958,0.109674147,3,11
42.227,63.889,UZ-19,165,165.999,31.65401395,0.074106364,3,11
42.227,63.889,UZ-19,160,160.999,31.31584113,0.064647432,3,11
42.227,63.889,UZ-19,155,155.999,30.99147291,0.081280788,3,11
42.227,63.889,UZ-19,150,150.999,30.53444582,0.114690899,3,11
42.227,63.889,UZ-19,145,145.999,29.96099133,0.114690899,3,11
42.227,63.889,UZ-19,140,140.999,29.43040458,0.081424936,3,11
42.227,63.889,UZ-19,135,135.999,29.0685734,0.064791261,3,11
42.227,63.889,UZ-19,130,130.999,28.73918456,0.070014844,3,11
42.227,63.889,UZ-19,125,125.999,28.35545783,0.106927711,3,11
42.227,63.889,UZ-19,120,120.999,27.82081928,0.106927711,3,11
42.227,63.889,UZ-19,115,115.999,27.23443753,0.121913642,3,11
42.227,63.889,UZ-19,110,110.999,26.63956308,0.114485981,3,11
42.227,63.889,UZ-19,105,105.999,26.09722571,0.094084261,3,11
42.227,63.889,UZ-19,100,100.999,25.66515307,0.073836817,3,11
42.227,63.889,UZ-19,95,95.999,25.33372149,0.06422569,3,11
42.227,63.889,UZ-19,90,90.999,24.98242087,0.071903087,3,11
42.227,63.889,UZ-19,85,85.999,24.53026076,0.109192825,3,11
42.227,63.889,UZ-19,80,80.999,23.97332127,0.1171982,3,11
42.227,63.889,UZ-19,75,75.999,23.39277652,0.11287578,3,11
42.227,63.889,UZ-19,70,70.999,22.84183131,0.107962213,3,11
42.227,63.889,UZ-19,65,65.999,22.3095345,0.105676856,3,11
42.227,63.889,UZ-19,60,60.999,21.7819942,0.104824084,3,11
42.227,63.889,UZ-19,55,55.999,21.25833684,0.102412281,3,11
42.227,63.889,UZ-19,50,50.999,20.74772346,0.100121114,3,11
42.227,63.889,UZ-19,45,45.999,20.23634451,0.103535811,3,11
42.227,63.889,UZ-19,40,40.999,19.67756262,0.119105067,3,11
42.227,63.889,UZ-19,35,35.999,19.01571134,0.152817919,3,11
42.227,63.889,UZ-19,30,30.999,18.25128898,0.156926138,3,11
42.227,63.889,UZ-19,25,25.999,17.4725116,0.151404151,3,11
42.227,63.889,UZ-19,20,20.999,16.73837276,0.145053355,3,11
42.227,63.889,UZ-19,15,15.999,16.02611823,0.140820355,3,11
42.227,63.889,UZ-19,10,10.999,15.32147607,0.141284873,3,11
42.227,63.889,UZ-19,5,5.999,,,3,11
42.227,63.889,UZ-19,0,0.999,,,3,11
42.599,63.264,UZ-23,300,300.999,,,3,11
42.599,63.264,UZ-23,295,295.999,,,3,11
42.599,63.264,UZ-23,290,290.999,,,3,11
42.599,63.264,UZ-23,285,285.999,,,3,11
42.599,63.264,UZ-23,280,280.999,,,3,11
42.599,63.264,UZ-23,275,275.999,,,3,11
42.599,63.264,UZ-23,270,270.999,,,3,11
42.599,63.264,UZ-23,265,265.999,,,3,11
42.599,63.264,UZ-23,260,260.999,,,3,11
42.599,63.264,UZ-23,255,255.999,126.8335401,0.117106858,3,11
42.599,63.264,UZ-23,250,250.999,125.5241664,0.511938202,3,11
42.599,63.264,UZ-23,245,245.999,122.1361765,0.871083878,3,11
42.599,63.264,UZ-23,240,240.999,116.0714248,1.582378062,3,11
42.599,63.264,UZ-23,235,235.999,106.55484,2.164288095,3,11
42.599,63.264,UZ-23,230,230.999,94.31180357,2.853897019,3,11
42.599,63.264,UZ-23,225,225.999,80.50659812,2.808460635,3,11
42.599,63.264,UZ-23,220,220.999,67.82629522,2.024286867,3,11
42.599,63.264,UZ-23,215,215.999,58.82334498,1.403695855,3,11
42.599,63.264,UZ-23,210,210.999,52.06928612,1.182117647,3,11
42.599,63.264,UZ-23,205,205.999,46.89980027,0.873392011,3,11
42.599,63.264,UZ-23,200,200.999,42.95515137,0.667522875,3,11
42.599,63.264,UZ-23,195,195.999,40.00663581,0.503203605,3,11
42.599,63.264,UZ-23,190,190.999,37.83323167,0.401983259,3,11
42.599,63.264,UZ-23,185,185.999,35.91787497,0.365379698,3,11
42.599,63.264,UZ-23,180,180.999,34.44660673,0.232933307,3,11
42.599,63.264,UZ-23,175,175.999,33.28562313,0.235074627,3,11
42.599,63.264,UZ-23,170,170.999,32.14825593,0.202027183,3,11
42.599,63.264,UZ-23,165,165.999,31.18519322,0.156623567,3,11
42.599,63.264,UZ-23,160,160.999,30.40519549,0.157482908,3,11
42.599,63.264,UZ-23,155,155.999,29.61309451,0.149390244,3,11
42.599,63.264,UZ-23,150,150.999,28.96897822,0.110563091,3,11
42.599,63.264,UZ-23,145,145.999,28.39996276,0.117289986,3,11
42.599,63.264,UZ-23,140,140.999,27.8207913,0.112312042,3,11
42.599,63.264,UZ-23,135,135.999,27.25805087,0.115364447,3,11
42.599,63.264,UZ-23,130,130.999,26.67119639,0.118440603,3,11
42.599,63.264,UZ-23,125,125.999,26.08606516,0.115709734,3,11
42.599,63.264,UZ-23,120,120.999,25.52089327,0.112230875,3,11
42.599,63.264,UZ-23,115,115.999,24.9457418,0.117343782,3,11
42.599,63.264,UZ-23,110,110.999,24.35996922,0.117205998,3,11
42.599,63.264,UZ-23,105,105.999,23.77492285,0.110694554,3,11
42.599,63.264,UZ-23,100,100.999,23.23497326,0.079321954,3,11
42.599,63.264,UZ-23,95,95.999,22.84930012,0.095955325,3,11
42.599,63.264,UZ-23,90,90.999,22.27818134,0.121039983,3,11
42.599,63.264,UZ-23,85,85.999,21.70563442,0.111159642,3,11
42.599,63.264,UZ-23,80,80.999,21.1352381,0.117460317,3,11
42.599,63.264,UZ-23,75,75.999,20.54466482,0.117077221,3,11
42.599,63.264,UZ-23,70,70.999,19.96768378,0.112047469,3,11
42.599,63.264,UZ-23,65,65.999,19.40577994,0.115253685,3,11
42.599,63.264,UZ-23,60,60.999,18.82127123,0.117980592,3,11
42.599,63.264,UZ-23,55,55.999,18.23520106,0.116990006,3,11
42.599,63.264,UZ-23,50,50.999,17.65069615,0.117074158,3,11
42.599,63.264,UZ-23,45,45.999,17.06511185,0.117255717,3,11
42.599,63.264,UZ-23,40,40.999,16.47989043,0.116967175,3,11
42.599,63.264,UZ-23,35,35.999,15.89499179,0.116812239,3,11
42.599,63.264,UZ-23,30,30.999,15.30984452,0.117123288,3,11
42.599,63.264,UZ-23,25,25.999,14.72527741,0.116668537,3,11
42.599,63.264,UZ-23,20,20.999,14.14029209,0.11736033,3,11
42.599,63.264,UZ-23,15,15.999,13.55150189,0.115159849,3,11
42.599,63.264,UZ-23,10,10.999,12.98612517,0.122764787,3,11
42.599,63.264,UZ-23,5,5.999,12.31896549,,3,11
42.599,63.264,UZ-23,0,0.999,,,3,11
42.181,63.686,UZ-21,300,300.999,,,3,11
42.181,63.686,UZ-21,295,295.999,,,3,11
42.181,63.686,UZ-21,290,290.999,,,3,11
42.181,63.686,UZ-21,285,285.999,,,3,11
42.181,63.686,UZ-21,280,280.999,,,3,11
42.181,63.686,UZ-21,275,275.999,,,3,11
42.181,63.686,UZ-21,270,270.999,,,3,11
42.181,63.686,UZ-21,265,265.999,,,3,11
42.181,63.686,UZ-21,260,260.999,,,3,11
42.181,63.686,UZ-21,255,255.999,,,3,11
42.181,63.686,UZ-21,250,250.999,,,3,11
42.181,63.686,UZ-21,245,245.999,,,3,11
42.181,63.686,UZ-21,240,240.999,,,3,11
42.181,63.686,UZ-21,235,235.999,,,3,11
42.181,63.686,UZ-21,230,230.999,,,3,11
42.181,63.686,UZ-21,225,225.999,,,3,11
42.181,63.686,UZ-21,220,220.999,,,3,11
42.181,63.686,UZ-21,215,215.999,,,3,11
42.181,63.686,UZ-21,210,210.999,,,3,11
42.181,63.686,UZ-21,205,205.999,,,3,11
42.181,63.686,UZ-21,200,200.999,,,3,11
42.181,63.686,UZ-21,195,195.999,,,3,11
42.181,63.686,UZ-21,190,190.999,,,3,11
42.181,63.686,UZ-21,185,185.999,,,3,11
42.181,63.686,UZ-21,180,180.999,,,3,11
42.181,63.686,UZ-21,175,175.999,,,3,11
42.181,63.686,UZ-21,170,170.999,,,3,11
42.181,63.686,UZ-21,165,165.999,,,3,11
42.181,63.686,UZ-21,160,160.999,,,3,11
42.181,63.686,UZ-21,155,155.999,,,3,11
42.181,63.686,UZ-21,150,150.999,126.4659726,0.692754095,3,11
42.181,63.686,UZ-21,145,145.999,115.4898613,4.840492041,3,11
42.181,63.686,UZ-21,140,140.999,84.50823121,8.047867052,3,11
42.181,63.686,UZ-21,135,135.999,57.94407359,2.670227439,3,11
42.181,63.686,UZ-21,130,130.999,47.75826154,1.359763703,3,11
42.181,63.686,UZ-21,125,125.999,42.9616255,0.587997692,3,11
42.181,63.686,UZ-21,120,120.999,40.85218409,0.258009251,3,11
42.181,63.686,UZ-21,115,115.999,39.9277128,0.085535314,3,11
42.181,63.686,UZ-21,110,110.999,39.68670996,,3,11
42.181,63.686,UZ-21,105,105.999,,,3,11
42.181,63.686,UZ-21,100,100.999,,,3,11
42.181,63.686,UZ-21,95,95.999,,,3,11
42.181,63.686,UZ-21,90,90.999,,,3,11
42.181,63.686,UZ-21,85,85.999,,,3,11
42.181,63.686,UZ-21,80,80.999,,,3,11
42.181,63.686,UZ-21,75,75.999,,,3,11
42.181,63.686,UZ-21,70,70.999,41.87397307,,3,11
42.181,63.686,UZ-21,65,65.999,,,3,11
42.181,63.686,UZ-21,60,60.999,42.1231385,,3,11
42.181,63.686,UZ-21,55,55.999,,,3,11
42.181,63.686,UZ-21,50,50.999,,,3,11
42.181,63.686,UZ-21,45,45.999,42.32665256,0.056931063,3,11
42.181,63.686,UZ-21,40,40.999,42.07378576,0.047741529,3,11
42.181,63.686,UZ-21,35,35.999,41.49796018,0.188690133,3,11
42.181,63.686,UZ-21,30,30.999,40.61947272,0.182847718,3,11
42.181,63.686,UZ-21,25,25.999,39.24973988,0.49287491,3,11
42.181,63.686,UZ-21,20,20.999,36.49389325,0.59092263,3,11
42.181,63.686,UZ-21,15,15.999,33.36257692,0.711538462,3,11
42.181,63.686,UZ-21,10,10.999,29.20333654,1.242038347,3,11
42.181,63.686,UZ-21,5,5.999,22.2533042,,3,11
42.181,63.686,UZ-21,0,0.999,11.33871854,,3,11
42.599,63.264,UZ-22,300,300.999,,,3,11
42.599,63.264,UZ-22,295,295.999,,,3,11
42.599,63.264,UZ-22,290,290.999,,,3,11
42.599,63.264,UZ-22,285,285.999,,,3,11
42.599,63.264,UZ-22,280,280.999,,,3,11
42.599,63.264,UZ-22,275,275.999,,,3,11
42.599,63.264,UZ-22,270,270.999,,,3,11
42.599,63.264,UZ-22,265,265.999,,,3,11
42.599,63.264,UZ-22,260,260.999,,,3,11
42.599,63.264,UZ-22,255,255.999,,,3,11
42.599,63.264,UZ-22,250,250.999,,,3,11
42.599,63.264,UZ-22,245,245.999,,,3,11
42.599,63.264,UZ-22,240,240.999,127.4150426,0.229272131,3,11
42.599,63.264,UZ-22,235,235.999,124.6085094,0.895052927,3,11
42.599,63.264,UZ-22,230,230.999,118.8199658,1.545765027,3,11
42.599,63.264,UZ-22,225,225.999,110.1062941,2.175518213,3,11
42.599,63.264,UZ-22,220,220.999,97.92693443,2.348505855,3,11
42.599,63.264,UZ-22,215,215.999,85.86332787,2.477529508,3,11
42.599,63.264,UZ-22,210,210.999,73.69659863,2.004095563,3,11
42.599,63.264,UZ-22,205,205.999,64.45208777,1.529549444,3,11
42.599,63.264,UZ-22,200,200.999,57.61417821,1.148709545,3,11
42.599,63.264,UZ-22,195,195.999,52.55010656,0.841563525,3,11
42.599,63.264,UZ-22,190,190.999,48.79574302,0.64689329,3,11
42.599,63.264,UZ-22,185,185.999,45.95385468,0.517344988,3,11
42.599,63.264,UZ-22,180,180.999,43.9001912,0.336520076,3,11
42.599,63.264,UZ-22,175,175.999,42.31932787,0.31147541,3,11
42.599,63.264,UZ-22,170,170.999,40.90156148,0.216467958,3,11
42.599,63.264,UZ-22,165,165.999,39.89461202,0.201162842,3,11
42.599,63.264,UZ-22,160,160.999,38.87314918,0.191803279,3,11
42.599,63.264,UZ-22,155,155.999,38.02148033,0.157425683,3,11
42.599,63.264,UZ-22,150,150.999,37.20275,0.166458653,3,11
42.599,63.264,UZ-22,145,145.999,36.49796721,0.114071038,3,11
42.599,63.264,UZ-22,140,140.999,35.84651039,0.168861574,3,11
42.599,63.264,UZ-22,135,135.999,35.04332377,0.113105405,3,11
42.599,63.264,UZ-22,130,130.999,34.47390847,0.13672775,3,11
42.599,63.264,UZ-22,125,125.999,33.68330968,0.159494944,3,11
42.599,63.264,UZ-22,120,120.999,33.02501291,0.120262241,3,11
42.599,63.264,UZ-22,115,115.999,32.31569541,0.159609756,3,11
42.599,63.264,UZ-22,110,110.999,31.49159866,0.167565236,3,11
42.599,63.264,UZ-22,105,105.999,30.73124779,0.117964201,3,11
42.599,63.264,UZ-22,100,100.999,30.12087685,0.165262918,3,11
42.599,63.264,UZ-22,95,95.999,29.30332014,0.145292901,3,11
42.599,63.264,UZ-22,90,90.999,28.69615984,0.118340164,3,11
42.599,63.264,UZ-22,85,85.999,27.98970445,0.162263196,3,11
42.599,63.264,UZ-22,80,80.999,27.1621712,0.161252561,3,11
42.599,63.264,UZ-22,75,75.999,26.34408914,0.169057377,3,11
42.599,63.264,UZ-22,70,70.999,25.56149883,0.119145199,3,11
42.599,63.264,UZ-22,65,65.999,24.95887346,0.136444847,3,11
42.599,63.264,UZ-22,60,60.999,24.17541439,0.171675774,3,11
42.599,63.264,UZ-22,55,55.999,23.34346454,0.157120795,3,11
42.599,63.264,UZ-22,50,50.999,22.5675,0.160098088,3,11
42.599,63.264,UZ-22,45,45.999,21.65492213,0.207377049,3,11
42.599,63.264,UZ-22,40,40.999,20.67417515,0.163537043,3,11
42.599,63.264,UZ-22,35,35.999,19.8831332,0.161653511,3,11
42.599,63.264,UZ-22,30,30.999,19.03616393,0.187568404,3,11
42.599,63.264,UZ-22,25,25.999,18.03672295,0.208196721,3,11
42.599,63.264,UZ-22,20,20.999,16.9863339,0.21270058,3,11
42.599,63.264,UZ-22,15,15.999,15.9338607,0.193444542,3,11
42.599,63.264,UZ-22,10,10.999,15.03694119,0.172330682,3,11
42.599,63.264,UZ-22,5,5.999,13.98043527,,3,11
42.599,63.264,UZ-22,0,0.999,,,3,11
