LithologyCode,LithNumber,OldIDNumber,,LAT,NS,LONG,EW,Continent,Country,,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
C,302,C984,,61,N,62,E,Europe,C. I. S.(fm USSR),,Makhnevskoye Coalfield,Middle,Mississippian,Visean,,Coals,,,The Rijks Geologische Dienst(1982)
C,303,C985,,54,N,61,E,Europe,C. I. S.(fm USSR),,Poltava-Bredy Coalbearing Region,Lower,Mississippian,Tournaisian,,Coals,"Bredinskaya,Poltavskaya Suites",,The Rijks Geologische Dienst(1982)
C,304,C986,,54,N,61,E,Europe,C. I. S.(fm USSR),,Borodinovskoye Coalfield,Lower,Mississippian,Tournaisian,,Coals,Borodinovskaya Suite,,The Rijks Geologische Dienst(1982),
C,305,C987,,54,N,61,E,Europe,C. I. S.(fm USSR),,Poltava Coalfield,Lower,Mississippian,Tournaisian,,Coals,Poltavskaya Suite,,The Rijks Geologische Dienst(1982),
C,306,C988,,53,N,61,E,Europe,C. I. S.(fm USSR),,Bredy Coalfield,Lower,Mississippian,Tournaisian,,Coals,Bredinskaya Suite,,The Rijks Geologische Dienst(1982),
C,307,C988.2,,57,N,65,E,Europe,C. I. S.(fm USSR),,Egorshino-Kamensky area,Middle,Mississippian,Visean,,Coals,,,"I.E. Stukalova(written comm.,1997)",
C,308,C988.3,,52,N,57,E,Europe,C. I. S.(fm USSR),,Domar area,Middle,Mississippian,Visean,,Coals,,,"I.E. Stukalova(written comm.,1997)",
C,309,C988.1,,61,N,62,E,Europe,C. I. S.(fm USSR),,Manyin area,Middle,Mississippian,Visean,,Coals,,,"I.E. Stukalova(written comm.,1997)","(Geology of coal deposits,1978, v. 12, NEDRA, get editors name; Krivikhin et al.,1993)"
C,310,C989,,47,N,4,E,Europe,C. I. S.(fm USSR),,Autun Basin,L - M - U,Mississippian,,,Coals,,,"Fey,Greber(1964)",
C,311,C990,,48,N,-3,W,Europe,C. I. S.(fm USSR),,central Armorican Basin,L - M ,Mississippian,Tournaisian/Visean,,Coals,,,"Ziegler(1988, PL. 25)(PL.24)",
C,312,C991,,48,N,1,E,Europe,C. I. S.(fm USSR),,Chateaulin-Laval Coalfield,Upper,Mississippian,Namurian/Culm,,Coals,,,The Rijks Geologische Dienst(1982),
C,313,C992,,47,N,1,E,Europe,C. I. S.(fm USSR),,Ancenis-Saumur Coalfield,Upper,Mississippian,Culm,,Coals,,,The Rijks Geologische Dienst(1982),
C,314,C993,,46,N,2,E,Europe,C. I. S.(fm USSR),,Chateausur-Cher Coalfield,Upper,Mississippian,Culm,,Coals,,,The Rijks Geologische Dienst(1982),
C,315,C994,,46,N,4,E,Europe,C. I. S.(fm USSR),,Roannias Basin,Upper,Mississippian,Culm,,Coals,,,The Rijks Geologische Dienst(1982),
C,316,C995,,47,N,4,E,Europe,C. I. S.(fm USSR),,Polroy Coalfield,Upper,Mississippian,Culm,,Coals,,,The Rijks Geologische Dienst(1982),
C,317,C996,,52,N,13,E,Europe,Gemany,,Dobrilugk in Lusatia,Middle,Mississippian,Visean,,Coals,,,"Hoehne(1964, Table 2)",
C,318,C997,,51,N,13,E,Europe,Gemany,,Hianichen-Ebersdorf,Middle,Mississippian,Visean,,Coals,,,Petroconsultants(1977),
C,319,C997.1,,71.5,N,28.5,E,Europe,Norway,,Finnmark Platform,Middle,Mississippian,Visean,,Coals,,,Ehrenberg et al.(1998),
C,320,C999,,52,N,22,E,Europe,Poland,,Lublin Basin and the Holy Cross Mountians,Middle,Mississippian,Visean,,Coals,,,"Ziegler(1988, PL. 23)",
C,321,C1000,,51,N,20,E,Europe,Poland,, Holy Cross Mountians,Middle,Mississippian,Visean,,Coals,,,"Ziegler(1988, PL. 23)",
C,322,C1001,,38.5,N,-5.5,W,Europe,Spain,,"Valdeinfierno,(Benajarafe and Los Santos de Maimona),all in the Sierra Morena Region",M - U,Mississippian,"Tournaisian to E Visean,(Visean)",,Coals,,,Wagner et al.(1983b),see also Gabaldon et al.(1983)
C,323,C1002,,75,N,19,E,Europe,Svalbard,,Bear Island,L - M - U,Mississippian,,,Coals,Ursa Sandstone,,Major et al.(1956),
C,324,C1003,,78,N,12,E,Europe,Svalbard,,western Svalbard,M - U,Mississippian,Tournaisian through Serpukhovian,,Coals,,,"Ziegler(1988, PL. 22)",
C,325,C1003.1,,78,N,18,E,,,,,,,,,,,,,
C,326,C1004,,55,N,-3,W,United Kingdom,England,,Northern England,L - M - U,Mississippian,,,Coals,,,Johnson(1960),
C,327,C1005,,56,N,4,E,United Kingdom,England,,"Northumberland-Solway Basin, and Central North Sea",Middle,Mississippian,Visean,,Coals,,,"Ziegler(1988, PL. 23)",
C,328,C1009,,55,N,-6,W,United Kingdom,Northern Ireland,,Ballycastle,M - U,Mississippian,Visean/Namurian,,Coals,,,"Gorsky et al.,1967, sheet 5, Ballycastle)",
C,329,C1006,,56,N,-4,W,United Kingdom,Scotland,,,L - M - U,Mississippian,,,Coals,,,"Francis(in Craig,1965)",see also Petroconsultants(1977)
C,330,C1007,,58,N,-2,W,United Kingdom,Scotland,,Outer Moray Firth basin,M - U,Mississippian,,,Coals,,,"Leeder,Boldy(1990)",
C,331,C1008,,56,N,-3.5,W,United Kingdom,Scotland,,Fife Coalfield,Middle,Mississippian,Visean,,Coals,"Calciferous Sandstone Measures,Lower Limestone Group",,The Rijks Geologische Dienst(1982),see also Francis(1991)
C,332,C1010,,80,N,-90,W,N. America,Canada,,Arctic:Sverdrup Basin,M - U,Mississippian,,,Coals,"Emma Fiord, well below the Otto Fiord Fm",,"Thorsteinsson(1970, p. 569)",
C,333,C1011,,83,N,-72,W,N. America,Canada,,Arctic:northern Ellesmere,M - U,Mississippian,,,Coals,Emma Fiord,,Thorsteinsson(1974),
C,334,C1012,,61,N,-124,W,N. America,Canada,,Arctic:South Nahanni region,Middle,Mississippian,Visean,,Coals,,,"Petroconsultants(1977),(Smith,1989, cites the Visean Mattson fm -Liard-S. Nahanni region)",
C,335,C1013,,61,N,-135,W,N. America,Canada,,Arctic:Whitehorse Trough,M - U,Mississippian,,,Coals,,,Smith(1989),
C,336,C1014,,69,N,-140,W,N. America,Canada,,Arctic:British Mountians,M - U,Mississippian,,,Coals,Kayak,,Smith(1989),
C,337,C1015,,68.3,N,-137.8,W,N. America,Canada,,Arctic:Hoidahl Dome area,M - U,Mississippian,,,Coals,Kayak,,Cameron et al.(1988),
C,338,C1016,,53.075,N,-118.05,W,N. America,Canada,,Alberta:Talbot Lake or Jasper Lake,L - M - U,Mississippian,,,Coals,"in top of Shunda, just below the Turner Valley",,"Chatterton(written comm.,1994)",
C,339,C1017,,81,N,-20,W,N. America,Canada,,Greenland:northeastern Greenaland,L - M,Mississippian,Tournaisian/Visean,,Coals,,,Stemmerik et al.(1991),
C,340,C1018,,82,N,-20,W,N. America,Canada,,Greenland:eastern North Greenland,Middle,Mississippian,(probable Visean),"(Sortebakker Formation of Stemmerik and Hakansson, 1989)",Coals,,,Stemmerik et al.(1991),
C,341,C1019,,74,N,-20,W,N. America,Canada,,Greenland,Middle,Mississippian,,,Coals,Mt. Pictet Fm is an East Greenland-name not used now,,Stemmerik et al.(1991),
C,342,C1020,,68,N,-165,W,N. America,United States,,Alaska:Lisburne Peninsula region of northwestern Alaska,Lower,Mississippian,,,Coals,Kapaloak,,Tailleur(1965),see also Clough et al.(1995)
C,343,C1021,,71,N,-156,W,N. America,United States,,Alaska,Lower,Mississippian,,,Coals,Kekiktuk-Endicott Group,borehole coals,Melvin(1987),"see also Magoon,Bird(1988)"
C,344,C1021.1,,69,N,-144,W,N. America,United States,,Alaska,Lower,Mississippian,,,Coals,Kekiktuk,,LePain et al.(1994),
C,345,C1021.2,,70.5,N,-148,W,N. America,United States,,Alaska,Lower,Mississippian,,,Coals,Kekiktuk,,Melvin(1993),
C,346,C1021.3,,68,N,-162.5,W,N. America,United States,,Brooks Range,Lower,Mississippian,,L. Devonian-Early Mississippian,Coals,upper part of the Kanayut Conglomerate,,"Moore,Nilsen(1984, Fig. 8)",
C,347,C1021.4,,68,N,-155,W,N. America,United States,,Alaska:Kakivilak Creek section,L - M - U,Mississippian,,,Coals,,,"Nilsen,Moore(1982)",
C,348,C1022,,37,N,-83,W,N. America,United States,,Virginia:southwestern Virginia,Lower,Mississippian,,,Coals,,,"Cecil,Englund(1989)",
C,349,C1023,,-30,S,-65,W,S. America,Argentina,,Famatina Range,L - M - U,Mississippian,,,Coals,,coal seams,Harrington(1956),
C,350,C1024,,-30,S,-70,W,S. America,Argentina,,"La Delfina,San Juan Province",L - M - U,Mississippian,,,Coals,,,Petroconsultants(1977),
C,351,C1025,,-33,S,-70,W,S. America,Argentina,,Calingasta-Uspallata Basin,L - M - U,Mississippian,,,Coals,Maliman,,"Lopez-Gamundi,Rosselo(1993)",
C,352,C1026,,-17,S,-68,W,S. America,Bolivia,,Lake Titicaca,,,,"""Lower Permian""",Coals,,,Flores-Williams(1978)
C,353,C1027,,-17,S,-66,W,S. America,Bolivia,,Cochabamba,,,,"""Lower Permian""",Coals,,,Flores-Williams(1978)
C,354,C1028,,-16,S,-69,W,S. America,Bolivia,,,M - U,Mississippian,Late Visean-?Early Serpukhovian,,Coals,Siripaca,,Diaz-Martinez et al.(1996)
C,355,C1029,,-5,S,-75,W,S. America,Brazil,,western Piaui on the eastern side of the Paraiba Basin,L - M - U,Mississippian,,,Coals,Poti,,Machado(1978)
C,356,C1030,,5,N,-75,W,S. America,Columbia,,,L - M - U,Mississippian,,,Coals,,,Olson(1956)
C,357,C1031,,-16,S,-70,W,S. America,Peru,,,L - M - U,Mississippian,,,Coals,Ambo,,Newell et al.(1953)
B,358,B1032,,40,N,85,E,Asia,China,,"Tarim:Mt. Wushibei,Xinjiang",,Mississippian,,Carboniferous,Bauxites,,,Liu Chang-ling(1987)
B,359,B1033,,39,N,97.1,E,Asia,China,,"N. China:Tianjun,Qinghai",Middle,Mississippian,Visean,,Bauxites,Huaituotala,,The Bureau of Geology and Mineral Resources of Qinghai Province(1991)
B,360,B1034,,33.3,N,100.6,E,Asia,China,,"N. China:Qilian,Qinghai",Middle,Mississippian,Visean,,Bauxites,Chouniugou,,The Bureau of Geology and Mineral Resources of Qinghai Province(1991)
B,361,B1035,,33,N,104.3,E,Asia,China,,"N. China:Leuyang,Shaanxi",Middle,Mississippian,,,Bauxites,Leuyang,,Gansu Regional Geological Survey Team(1987)
B,362,B1036,,33,N,104.6,E,Asia,China,,"N. China:Wenxian,Gansu",Middle,Mississippian,,,Bauxites,Leuyang,,Gansu Regional Geological Survey Team(1987)
B,363,B1037,,27,N,107,E,Asia,China,,S. China,Middle,Mississippian,Visean,,Bauxites,including those at the base of the Tongkuanxi Fm,,"Shen Zhi-da,Chen You-neng(1987)"
B,364,B1038,,31,N,112,E,Asia,China,,S. China:western Hubei,Middle,Mississippian,,,Bauxites,,,"Shen Zhi-da,Chen You-neng(1987)"
B,365,B1039,,30,N,105,E,Asia,China,,S. China:southern Sichuan,Middle,Mississippian,,,Bauxites,,,"Shen Zhi-da,Chen You-neng(1987)"
B,366,B1040,,29.5,N,111,E,Asia,China,,S. China:Shimeng,Middle,Mississippian,,,Bauxites,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974)
B,367,B1041,,27.5,N,107,E,Asia,China,,S. China:Zunyi,Lower,Mississippian,,Lower Carboniferous,Bauxites,,,Liu Xun-feng(1990)
B,368,B1042,,36.5,N,106.5,E,Asia,China,,S. China:Qinzheng,Lower,Mississippian,,,Bauxites,,,Liu Xun-feng(1990)
B,369,B1043,,22.5,N,111.5,E,Asia,China,,S. China:Yunwu Mountians,Lower,Mississippian,,,Bauxites,,,Liu Xun-feng(1990)
B,370,B1044,,27,N,106.5,E,Asia,China,,S. China:Xiuwen,Lower,Mississippian,,,Bauxites,,,Liu Xun-feng(1990)
B,371,B1045,,24,N,117.5,E,Asia,China,,S. China:Zhangpu,Lower,Mississippian,,,Bauxites,,,Liu Xun-feng(1990)
B,372,B1046,,29,N,119,E,Asia,China,,S. China:Jiangshan,Lower,Mississippian,,Lower Carboniferous,Bauxites,base of the Yejiatang,,"The Regional Geological Team of Jiangshan(during the 1970s)(Han Nei-ren,oral comm.,1991)"
B,373,B1047,,25,N,102,E,Asia,China,,S. China:Yunnan,L - M - U,Mississippian,,,Bauxites,,,Ikonnikov(1984)
B,374,B1048,,25,N,107,E,Asia,China,,S. China:Yunnan,Lower,Mississippian,,between the Devonian and the Carboniferous,Bauxites,,,Patterson(1967)
B,375,B1049,,28,N,116,E,Asia,China,,S. China:Fengcheng,Lower,Mississippian,,,Bauxites,,bauxitic siltstone,The Compiling Group of the Regional Stratigraphy Chart of Jiangxi(1980)
B,376,B1050,,26.5,N,107,E,Asia,China,,S. China:Kveyang(sic.Guiyang),M - U,Mississippian,Visean/Serpukhovian,Middle Carboniferous,Bauxites,,karst bauxite,"Bardossy(1982, Appendix 1)"
B,377,B1051,,25,N,103,E,Asia,China,,S. China:Kunming,M - U,Mississippian,,,Bauxites,,,Ikonnikov(1984)
B,378,B1041,,27.5,N,107,E,Asia,China,,S. China:Zunyi,M - U,Mississippian,,,Bauxites,,,Liao Shi-fan(1991)
B,379,B1044,,27,N,106.5,E,Asia,China,,S. China:Xiuwen,M - U,Mississippian,,,Bauxites,,,Liao Shi-fan(1991)
B,380,B1052,,26.5,N,107,E,Asia,China,,S. China:Guiyang,M - U,Mississippian,,,Bauxites,,,Liao Shi-fan(1991)
B,381,B1053,,27.8,N,106.9,E,Asia,China,,S. China:Zunyi,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,382,B1054,,27,N,107.4,E,Asia,China,,S. China:Wengan,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,383,B1055,,28.5,N,107.4,E,Asia,China,,S. China:Zhengan,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,384,B1056,,28.8,N,107.5,E,Asia,China,,S. China:Daozhen,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,385,B1057,,27.1,N,106.7,E,Asia,China,,S. China:Xifeng,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,386,B1058,,27,N,106.9,E,Asia,China,,S. China:Kaiyang,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,387,B1059,,26.8,N,106.5,E,Asia,China,,S. China:Xiuwen,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,388,B1060,,26.6,N,106.7,E,Asia,China,,S. China:Guiyang,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,389,B1061,,26.5,N,106.4,E,Asia,China,,S. China:Qingzhen,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,390,B1062,,26.6,N,105.7,E,Asia,China,,S. China:Zhijin,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,391,B1063,,27,N,106,E,Asia,China,,S. China:Qianxi,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,392,B1064,,29.1,N,107,E,Asia,China,,S. China:Nanchuan,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,393,B1065,,29.3,N,107.7,E,Asia,China,,S. China:Wulong,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,394,B1066,,28.2,N,110.1,E,Asia,China,,S. China:Luxi,M - U,Mississippian,,,Bauxites,Goujiang,,"Liao Shi-fan,Liang Tong-rong(1991)"
B,395,B745,,31.8,N,104.3,E,Asia,China,,"S. China:Beichuan,Sichuan",Middle,Mississippian,Visean,,Bauxites,Changyanwo,,The Bureau of Geology and Mineral Resources of Sichuan Province(1991)
B,396,B746,,32.3,N,104.4,E,Asia,China,,S. China:PingwuSichuan,Middle,Mississippian,Visean,,Bauxites,Changyanwo,,The Bureau of Geology and Mineral Resources of Sichuan Province(1991)
B,397,B747,,28.2,N,110.1,E,Asia,China,,S. China:Luxi,Lower,Mississippian,Tounaisian,,Bauxites,Goujiang,,Fan et al.(1991)
B,398,B748,,29.3,N,110.1,E,Asia,China,,"S. China:Sangzhi,Hunan",Lower,Mississippian,Tounaisian,,Bauxites,Goujiang,,Fan et al.(1991)
B,399,B749,,29.1,N,110.4,E,Asia,China,,"S. China:Dayong,Hunan",Lower,Mississippian,Tounaisian,,Bauxites,Goujiang,,Fan et al.(1991)
B,400,B749.1,,31.7,N,111.8,E,Asia,China,,"S. China:Nanchang,Hubei",Lower,Mississippian,,Lower Carboniferous,Bauxites,,,Fan et al.(1991),
B,401,B750,,31.8,N,111.2,E,Asia,China,,"S. China:Baokang,Hubei",Lower,Mississippian,,Lower Carboniferous,Bauxites,,,Fan et al.(1991),
B,402,B751,,31.7,N,112.2,E,Asia,China,,"S. China:Yicheng,Hubei",Lower,Mississippian,,Lower Carboniferous,Bauxites,,,Fan et al.(1991),
B,403,B1067,,40,N,74,E,Asia,C. I. S.(fm USSR),,Tien Shan,L - M - U,Mississippian,,,Bauxites,,,Abdullayev(1969),see also Kochnev et al.(1975)
B,404,B1068,,75,N,100,E,Asia,C. I. S.(fm USSR),,Taimyr Peninsula,Middle,Mississippian,Visean(Hyp.),,Bauxites,,karst bauxite,"Bardossy(1982, Appendix 1)",
B,405,B1069,,50,N,70,E,Asia,C. I. S.(fm USSR),,central Kazakhstan,Middle,Mississippian,Visean,,Bauxites,,,"Bent,Skorina(1973)",
B,406,B1070,,40,N,70,E,Asia,C. I. S.(fm USSR),,"Bukantan,Tandytau,Nuratau in former Soviet Central Asia",Lower,Mississippian,,Lower Carboniferous,Bauxites,,karst bauxite(Cert.),"Bardossy(1982, Appendix 1)",
B,407,B1071,,29,N,33.4,E,Africa,Egypt,,Sinai deposits,M - U,Mississippian,Visean/Namurian A,,Bauxites,Abu Thora,gibbsite and diaspore in the kaolinites frm the Sinai deposits,"Boulis,Atta(1996)",
B,408,B1072,,62,N,36,E,Europe,C. I. S.(fm USSR),,Onega region,L - M - U,Mississippian,,,Bauxites,,"bauxites,associated w kaolinite,and hematiferous,lateritic deposits",Trubina(1958a)and Kireev(1975),"see also Tsekhovskii,Kireev(1980)"
B,409,B1073,,60,N,31,E,Europe,C. I. S.(fm USSR),,Leningrad Region,Upper,Mississippian,,between Devonian and the Mississippi,Bauxites,,,Patterson(1967),
B,410,B1074,,56,N,38,E,Europe,C. I. S.(fm USSR),,Moscow Basin,L - M - U,Mississippian,,,Bauxites,,bauxites and halloysite,Trubina(1958a),
B,411,B1075,,67,N,50,E,Europe,C. I. S.(fm USSR),,southern Timan,Upper,Mississippian,,between theL. Devonian and the Carboniferous,Bauxites,,kaolinized and bauxitic materials,Demina et al.(1970) and Kolokoltsev(1975),
B,412,B1076,,53,N,27,E,Europe,C. I. S.(fm USSR),,Belorussia and the Pripiat regions,,Mississippian,,Carboniferous,Bauxites,,dawsonite and bauxite,Dmitriev et al.(1975),
B,413,B1077,,52,N,39,E,Europe,C. I. S.(fm USSR),,Bielgorod,L - M,Mississippian,,Lower Carboniferous,Bauxites,,lateritic type bauxites,Bardossy(1984),
B,414,B1078,,57,N,57,E,Europe,C. I. S.(fm USSR),,west slope of the Central Urals,L - M - U,Mississippian,,,Bauxites,,,Entsov(1982),
B,415,B1079,,51,N,36,E,Europe,C. I. S.(fm USSR),,,Middle,Mississippian,Visean,,Bauxites,,bauxite beneath marine Visean,"Smirnov(1989, Fig. 16)",
B,416,B1080,,52,N,23,E,Europe,Poland,,Lublin area of eastern Poland,L - M - U,Mississippian,,,Bauxites,,lateritic  bauxites,Bardossy(1984)
B,417,B1081,,51,N,17,E,Europe,Poland,,"Nowa Ruda, southwestern Poland",L - M - U,Mississippian,,,Bauxites,,lateritic  bauxites,Bardossy(1984)
K,418,K1082,,31.3,N,119.8,E,Asia,China,,"S. China:Yixing,southern Jiangsu",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan( in this time interv. might be pres. In L. Yangtze reg.),yielded kaolinite(40%)and Illite(60%),Wang Zhong-zhe identified samples collected by Chen Xu and Boucot in 1994
K,419,K1083,,29.8,N,119.6,E,Asia,China,,"S. China:Tonglu,Zhejiang",Middle,Mississippian,,,Kao-Kaolinite,Zhuzangwu,yielded kaolinite(45%)and Illite(55%),Wang Zhong-zhe identified samples collected by Chen Xu and Boucot in 1994
K,420,K1084,,31,N,119.9,E,Asia,China,,"S. China:Changxing,northern Zhejiang",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan( in this time interv. might be pres. In L. Yangtze reg.),yielded kaolinite(80%)and Illite-montmorillonite(20%),Wang Zhong-zhe identified samples collected by Chen Xu and Boucot in 1994
K,421,K1085,,27.2,N,111.7,E,Asia,China,,"S. China:Shaodong,Hunan",Middle,Mississippian,Visean,,Kao-Kaolinite,Cheshui,,Tao Wei-ping et al.(1984)
K,422,K1086,,28.2,N,112.5,E,Asia,China,,"S. China:Ningxiang,Hunan",Middle,Mississippian,Visean,,Kao-Kaolinite,Cheshui,,Tao Wei-ping et al.(1984)
K,423,K1087,,31.3,N,118.8,E,Asia,China,,"S. China:Gaochun,Jiangsu",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan,,Zhang Xi-qiu et al.(1988)
K,424,K1088,,27,N,114.9,E,Asia,China,,"S. China:Jian,Jiangxi",Middle,Mississippian,,,Kao-Kaolinite,Zishan,,Zhang et al.(1993)
K,425,K1089,,27.3,N,115.4,E,Asia,China,,"S. China:Yongfong,Jiangxi",Middle,Mississippian,,,Kao-Kaolinite,Zishan,,Zhang et al.(1993)
K,426,K1090,,26.4,N,115.9,E,Asia,China,,"S. China:Ningdu,Jiangxi",Middle,Mississippian,,,Kao-Kaolinite,Zishan,,Zhang et al.(1993)
K,427,K1091,,25.9,N,115.3,E,Asia,China,,"S. China:Yudu,Jiangxi",Middle,Mississippian,,,Kao-Kaolinite,Zishan,,Zhang et al.(1993)
K,428,K1092,,25.8,N,116,E,Asia,China,,"S. China:Ruijin,Jiangxi",Middle,Mississippian,,,Kao-Kaolinite,Zishan,,Zhang et al.(1993)
K,429,K1093,,30.9,N,118.7,E,Asia,China,,"S. China:Xuancheng,Anhui",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan,,Zhang et al.(1993)
K,430,K1094,,30.6,N,118.4,E,Asia,China,,"S. China:Jingxian,Anhui",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan,,Zhang et al.(1993)
K,431,K1095,,31.7,N,118.1,E,Asia,China,,"S. China:Hanshan,Anui",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan,,Zhang et al.(1993)
K,432,K1096,,31.5,N,117.8,E,Asia,China,,"S. China:Chaoxian,Anui",Middle,Mississippian,Visean,,Kao-Kaolinite,Kaolishan,,Zhang et al.(1993)
K,433,K1097,,24.6,N,113.5,E,Asia,China,,"S. China:Qujiang,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,434,K1098,,23.3,N,113.1,E,Asia,China,,"S. China:Huaxian,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,435,K1099,,24.3,N,114.1,E,Asia,China,,"S. China:Whengyuan,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,436,K1100,,23,N,114.3,E,Asia,China,,"S. China:Huiyang,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,437,K1101,,22.5,N,114.1,E,Asia,China,,"S. China:Shenzhen,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,438,K1102,,24.4,N,112.6,E,Asia,China,,"S. China:Yangshan,Guangdong",Middle,Mississippian,,,Kao-Kaolinite,Zhongxing,,Zhang et al.(1993)
K,439,K1103,,27,N,106.9,E,Asia,China,,"S. China:Kaiyang,Guizhou",Middle,Mississippian,Visean,,Kao-Kaolinite,Datang,,Fong Hui-xuan(1992)
K,440,K1104,,26.5,N,106.4,E,Asia,China,,"S. China:Qingzhen,Guizhou",Middle,Mississippian,Visean,,Kao-Kaolinite,Datang,,Fong Hui-xuan(1992)
K,441,K1105,,27.7,N,106.9,E,Asia,China,,"S. China:Zunyi,Guizhou",Middle,Mississippian,Visean,,Kao-Kaolinite,Datang,,Fong Hui-xuan(1992)
K,442,K1106,,50,N,73,E,Asia,C. I. S.(fm USSR),,Karaganda Basin,Middle,Mississippian,,,Kao-Kaolinite,,tonstein kaolinites,Zaritsky(1971)
K,443,K1107,,65,N,95,E,Asia,C. I. S.(fm USSR),,Tunguska Syneclise,Upper,Mississippian,,Upper Devonian-Early Mississippi,Kao-Kaolinite,,kaolins(flint clay),"Tskin(1989, p. 272)"
K,444,K1108,,29,N,33.4,E,Africa,Egypt,,Sinai ,M - U,Mississippian,Visean-Namurian A,,Kao-Kaolinite,Abu Thora,,El Askary(1992)
K,445,K1109,,51,N,5,E,Europe,Belgium,,,Middle,Mississippian,Late Visean,,Kao-Kaolinite,,tonstein from a carbonate section,Pirlet(1966)
K,446,K1110,,57,N,34,E,Europe,C. I. S.(fm USSR),,Moscow Basin,Middle,Mississippian,,,Kao-Kaolinite,,widespread kaolinite,Vikulova(1964)
K,447,K1111,,58,N,34,E,Europe,C. I. S.(fm USSR),,Borovichy and similar occurences in the Pripyat region of Belarus,Middle,Mississippian,,,Kao-Kaolinite,,"flint clays,with diaspore and boehmite",Chukhrov(1970)
K,448,K1112,,54,N,37.5,E,Europe,C. I. S.(fm USSR),,western Urals and Yula,Middle,Mississippian,Visean,,Kao-Kaolinite,,tonstein,Hoehne(1964)
K,449,K1113,,52,N,13,E,Europe,Germany,,northeastern Germany,Middle,Mississippian,Visean,,Kao-Kaolinite,,,"Storr(1975a, p. 52)"
K,450,K1114,,52,N,13,E,Europe,Germany,,Dobrilugk,Middle,Mississippian,Visean,,Kao-Kaolinite,,tonstein,Hoehne(1964)
K,451,K1115,,71,N,29.5,E,Europe,Norway,,Finnmark Platform,Middle,Mississippian,,,Kao-Kaolinite,kaolinized basement beneath Visean age beds,,Bugge et al.(1995)
K,452,K1116,,78,N,12,E,Europe,"Svalbard,Bear Ise.",,,Middle,Mississippian,Visean,,Kao-Kaolinite,,tonstein,Hoehne(1964)
K,453,K1117,,75,N,19,E,Europe,"Svalbard,Bear Ise.",,Bear Island,Lower,Mississippian,Tournaisian,,Kao-Kaolinite,,tonstein,Hoehne(1964)
K,454,K1118,,53,N,-4,W,United Kingdom,"England,Wales",,North Wales ,Middle,Mississippian,,,Kao-Kaolinite,Millstone Grit,dickitic sandstones,"Smithson,Brown(1954)"
K,455,K1118.1,,54,N,-2,W,United Kingdom,"England,Wales",,northern England,Middle,Mississippian,,,Kao-Kaolinite,Millstone Grit,dickitic sandstones,"Smithson,Brown(1954)"
K,456,K1119,,56,N,-3,W,United Kingdom,Scotland,,Fife,Middle,Mississippian,,,Kao-Kaolinite,Midland Valley Cementstone Group,kaolinite-rich beds,Perrin(1971)
K,457,K1119.1,,41,N,-92,W,N. America,United States,,Iowa:southeastern Iowa and adjacent Illinois and Missouri,Middle,Mississippian,Visean,Meramecian,Kao-Kaolinite,"upper Warsaw,Salem",,Hayes(1963)
