LithologyCode,LithNumber,OldIDNumber,Unnamed: 3,LAT,NS,LONG,EW,Continent,Country,Unnamed: 10,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
C,488,C7065,,44.0,N,21.0,E,Europe,,,,,,,,,,,,
C,489,C7066,,46.0,N,15.0,E,Europe,,,,,,,,,,,,
C,490,C7067,,45.0,N,16.0,E,Europe,,,,,,,,,,,,
C,491,C7068,,45.0,N,18.0,E,Europe,,,,,,,,,,,,
C,492,C7069,,45.0,N,19.0,E,Europe,,,,,,,,,,,,
C,493,C7070,,44.0,N,17.0,E,Europe,,,,,,,,,,,,
C,494,C7071,,44.0,N,22.0,E,Europe,,,,,,,,,,,,
C,495,C7072,,43.0,N,20.0,E,Europe,,,,,,,,,,,,
C,496,C7073,,42.0,N,21.0,E,Europe,,,,,,,,,,,,
C,497,C7074,,43.0,N,20.5,E,Europe,,,,,,,,,,,,
C,498,C7075,,45.0,N,16.5,E,Europe,,,,,,,,,,,,
C,499,C7076,,45.0,N,19.0,E,Europe,,,,,,,,,,,,
C,500,C7077,,44.5,N,18.3,E,Europe,,,,,,,,,,,,
C,501,C7078,,43.5,N,17.0,E,Europe,,,,,,,,,,,,
C,502,C7079,,44.0,N,17.0,E,Europe,,,,,,,,,,,,
C,503,C7080,,44.5,N,17.5,E,Europe,,,,,,,,,,,,
C,504,C7081,,44.5,N,18.0,E,Europe,,,,,,,,,,,,
C,505,C7082,,43.5,N,17.5,E,Europe,,,,,,,,,,,,
C,506,C7083,,45.0,N,19.5,E,Europe,,,,,,,,,,,,
C,507,C7084,,44.5,N,21.0,E,Europe,,,,,,,,,,,,
C,508,C7085,,44.0,N,22.0,E,Europe,,,,,,,,,,,,
C,509,C7086,,44.0,N,22.0,E,Europe,,,,,,,,,,,,
C,510,C7087,,43.5,N,20.5,E,Europe,,,,,,,,,,,,
C,511,C7088,,43.5,N,21.5,E,Europe,,,,,,,,,,,,
C,512,C7089,,43.5,N,22.0,E,Europe,,,,,,,,,,,,
C,513,C7090,,43.5,N,20.0,E,Europe,,,,,,,,,,,,
C,514,C7091,,43.0,N,19.0,E,Europe,,,,,,,,,,,,
C,515,C7092,,43.0,N,19.5,E,Europe,,,,,,,,,,,,
C,516,C7093,,-50.0,S,70.0,E,Kerguelen,,,,,,,,,,,,
C,517,C7094,,-42.0,S,172.0,E,New Zealand,,,,,,,,,,,,
C,518,C7095,,-43.75,S,172.0,E,New Zealand,,,,,,,,,,,,
C,519,C7096,,-46.0,S,170.0,E,New Zealand,,,,,,,,,,,,
C,520,C7097,,-46.0,S,169.0,E,New Zealand,,,,,,,,,,,,
C,521,C7098,,-39.0,S,175.0,E,New Zealand,,,,,,,,,,,,
C,522,C7099,,-42.0,S,172.0,E,New Zealand,,,,,,,,,,,,
C,523,C7100,,-39.0,S,174.5,E,New Zealand,,,,,,,,,,,,
C,524,C7101,,73.0,N,-123.0,W,North America,,,,,,,,,,,,
C,525,C7102,,80.0,N,-90.0,W,North America,,,,,,,,,,,,
C,526,C7103,,53.0,N,-122.0,W,North America,,,,,,,,,,,,
C,527,C7104,,53.0,N,-132.0,W,North America,,,,,,,,,,,,
C,528,C7105,,53.0,N,-122.0,W,North America,,,,,,,,,,,,
C,529,C7105.2,,53.5,N,-123.5,W,North America,,,,,,,,,,,,
C,530,C7105.1,,49.0,N,-123.5,W,North America,,,,,,,,,,,,
C,531,C7106,,9.0,N,-80.0,W,North America,,,,,,,,,,,,
C,532,C7107,,13.0,N,-88.0,W,North America,,,,,,,,,,,,
C,533,C7108,,15.0,N,-89.0,W,North America,,,,,,,,,,,,
C,534,C7109,,23.0,N,-83.0,W,North America,,,,,,,,,,,,
C,535,C7110,,19.5,N,-75.5,W,North America,,,,,,,,,,,,
C,536,C7111,,19.0,N,-71.0,W,North America,,,,,,,,,,,,
C,537,C7112,,17.0,N,-98.5,W,North America,,,,,,,,,,,,
C,538,C7113,,19.0,N,-72.0,W,North America,,,,,,,,,,,,
C,539,C7114,,20.0,N,-99.0,W,North America,,,,,,,,,,,,
C,540,C7114.1,,18.3,N,-66.0,W,North America,,,,,,,,,,,,
C,541,C7115,,64.0,N,-149.0,W,North America,,,,,,,,,,,,
C,542,C7116,,61.0,N,-151.0,W,North America,,,,,,,,,,,,
C,543,C7117,,64.0,N,-146.0,W,North America,,,,,,,,,,,,
C,544,C7118,,55.0,N,-161.0,W,North America,,,,,,,,,,,,
C,545,C7119,,64.0,N,-153.0,W,North America,,,,,,,,,,,,
C,546,C7120,,57.0,N,-134.0,W,North America,,,,,,,,,,,,
C,547,C7121,,63.0,N,-155.0,W,North America,,,,,,,,,,,,
C,548,C7121.3,,62.5,N,-152.5,W,North America,,,,,,,,,,,,
C,549,C7121.1,,58.0,N,-134.5,W,North America,,,,,,,,,,,,
C,550,C7121.2,,62.0,N,-155.1,W,North America,,,,,,,,,,,,
C,551,C7122,,36.0,N,-120.0,W,North America,,,,,,,,,,,,
C,552,C7123,,39.5,N,-123.0,W,North America,,,,,,,,,,,,
C,553,C7124,,45.0,N,-115.0,W,North America,,,,,,,,,,,,
C,554,C7125,,43.0,N,-116.0,W,North America,,,,,,,,,,,,
C,555,C7126,,32.0,N,-91.0,W,North America,,,,,,,,,,,,
C,556,C7127,,47.0,N,-108.0,W,North America,,,,,,,,,,,,
C,557,C7128,,42.0,N,-114.0,W,North America,,,,,,,,,,,,
C,558,C7129,,38.0,N,-118.0,W,North America,,,,,,,,,,,,
C,559,C7130,,40.0,N,-75.0,W,North America,,,,,,,,,,,,
C,560,C7131,,44.0,N,-120.0,W,North America,,,,,,,,,,,,
C,561,C7132,,45.0,N,-120.0,W,North America,,,,,,,,,,,,
C,562,C7133,,44.0,N,-73.0,W,North America,,,,,,,,,,,,
C,563,C7133.1,,7.5,N,134.5,E,Pacific,,,,,,,,,,,,
C,564,C7133.2,,-18.0,S,178.0,E,Pacific,,,,,,,,,,,,
C,565,C7133.3,,11.5,N,162.25,E,Pacific,,,,,,,,,,,,
C,566,C7133.4,,11.5,N,165.3,E,Pacific,,,,,,,,,,,,
C,567,C7134,,-28.0,S,-144.0,W,Pacific,,,,,,,,,,,,
C,568,C7134.1,,-37.0,S,-57.0,W,South America,,,,,,,,,,,,
C,569,C7134.2,,-52.5,S,-68.5,W,South America,,,,,,,,,,,,
C,570,C7135,,-4.0,S,-68.0,W,South America,,,,,,,,,,,,
C,571,C7136,,-2.0,S,-69.0,W,South America,,,,,,,,,,,,
C,572,C7136.1,,-40.0,S,-73.5,W,South America,,,,,,,,,,,,
C,573,C7136.2,,-53.0,S,-71.0,W,South America,,,,,,,,,,,,
C,574,C7137,,6.0,N,-74.0,W,South America,,,,,,,,,,,,
C,575,C7138,,0.0,,-72.0,W,South America,,,,,,,,,,,,
C,576,C7139,,-3.0,S,-79.0,W,South America,,,,,,,,,,,,
C,577,C7140,,6.0,N,-59.0,W,South America,,,,,,,,,,,,
C,578,C7141,,10.5,N,-61.0,W,South America,,,,,,,,,,,,
C,579,C7142,,10.0,N,-67.0,W,South America,,,,,,,,,,,,
B,580,B7143,,10.0,N,9.0,E,Africa,,,,,,,,Bauxiites,,,,
B,581,B7144,,20.0,N,37.0,E,Africa,,,,,,,,,,,,
B,582,B7145,,-29.75,S,151.0,E,Australia,,,,,,,,,,,,
B,583,B7146,,41.0,N,20.0,E,Europe,,,,,,,,,,,,
B,584,B7147,,50.5,N,9.0,E,Europe,,,,,,,,,,,,
B,585,B7148,,41.0,N,21.0,E,Europe,,,,,,,,,,,,
B,586,B7149,,47.0,N,17.0,E,Europe,,,,,,,,,,,,
B,587,B7150,,45.3,N,17.5,E,Europe,,,,,,,,,,,,
B,588,B7151,,45.0,N,15.5,E,Europe,,,,,,,,,,,,
B,589,B7152,,19.0,N,-71.0,W,North America,,,,,,,,,,,,
B,590,B7153,,19.0,N,-72.0,W,North America,,,,,,,,,,,,
B,591,B7154,,18.0,N,-78.0,W,North America,,,,,,,,,,,,
B,592,B7155,,18.0,N,-67.0,W,North America,,,,,,,,,,,,
B,593,B7156,,45.5,N,-123.0,W,North America,,,,,,,,,,,,
B,594,B7157,,-2.0,S,-57.0,W,South America,,,,,,,,,,,,
B,595,B7158,,2.0,N,-58.0,W,South America,,,,,,,,,,,,
M,596,M7158.1,,-14.0,S,136.5,E,Australia,,,,,,,,Lateritic Manganese,,,,
M,597,M7158.5,,-25.25,S,147.3,E,Australia,,,,,,,,,,,,
M,598,M7158.2,,-25.0,S,120.0,E,Australia,,,,,,,,,,,,
M,599,M7158.3,,-3.0,S,-50.0,W,South America,,,,,,,,,,,,
M,600,M7158.4,,-18.0,S,-44.0,W,South America,,,,,,,,,,,,
L,601,L7183.1,,11.0,N,-7.5,W,Africa,,,,,,,,Laterites,,,,
L,602,L7184.1,,-23.0,S,135.0,E,Australia,,,,,,,,,,,,
L,603,L7184 ,,-34.0,S,138.0,E,Australia,,,,,,,,,,,,
L,604,L7185,,-30.0,S,115.0,E,Australia,,,,,,,,,,,,
L,605,L7185.1,,37.6,N,-117.0,W,South America,,,,,,,,,,,,
L,606,L7185.2,,-24.25,S,-69.0,W,South America,,,,,,,,,,,,
K,607,K7159,,9.0,N,7.0,W,Africa,,,,,,,,Kaolinites,,,,
K,608,K7160,,10.0,N,9.0,E,Africa,,,,,,,,,,,,
K,609,K7161,,-7.0,S,39.0,E,Africa,,,,,,,,,,,,
K,610,K7162,,24.0,N,121.0,E,Asia,,,,,,,,,,,,
K,611,K7163,,22.0,N,110.6,E,Asia,,,,,,,,,,,,
K,612,K7163.1,,12.0,N,75.25,E,Asia,,,,,,,,,,,,
K,613,K7165,,0.0,,117.0,E,Asia,,,,,,,,,,,,
K,614,K7166,,17.0,N,107.0,E,Asia,,,,,,,,,,,,
K,615,K7167,,16.0,N,108.0,E,Asia,,,,,,,,,,,,
K,616,K7168,,-36.5,S,145.0,E,Australia,,,,,,,,,,,,
K,617,K7169,,-36.0,S,149.0,E,Australia,,,,,,,,,,,,
K,618,K7170,,52.0,N,29.0,E,Europe,,,,,,,,,,,,
K,619,K7171,,51.0,N,13.0,E,Europe,,,,,,,,,,,,
K,620,K7172,,50.0,N,12.0,E,Europe,,,,,,,,,,,,
K,621,K7173,,51.0,N,15.0,E,Europe,,,,,,,,,,,,
K,622,K7174,,49.0,N,12.0,E,Europe,,,,,,,,,,,,
K,623,K7175,,49.0,N,8.0,E,Europe,,,,,,,,,,,,
K,624,K7175.1,,47.0,N,17.5,E,Europe,,,,,,,,,,,,
K,625,K7176,,65.0,N,-15.0,W,Europe,,,,,,,,,,,,
K,626,K7177,,51.0,N,17.0,E,Europe,,,,,,,,,,,,
K,627,K7178,,49.0,N,19.0,E,Europe,,,,,,,,,,,,
K,628,K7179,,59.0,N,-5.0,W,Europe,,,,,,,,,,,,
K,629,K7180,,80.0,N,-87.0,W,North America,,,,,,,,,,,,
K,630,K7181,,29.0,N,82.5,W,North America,,,,,,,,,,,,
K,631,K7182,,46.0,N,-113.0,W,North America,,,,,,,,,,,,
K,632,K7182.1,,40.0,N,-74.5,W,North America,,,,,,,,,,,,
K,633,K7182.2,,44.0,N,-73.0,W,North America,,,,,,,,,,,,
K,634,K7183,,47.0,N,-117.0,W,North America,,,,,,,,,,,,
M,635,M7183.1,,-6.0,S,-49.0,W,South America,,,,,,,,Lateritic Manganese,,,,
PA,636,Pa7185.1,,-33.0,N,18.1,E,Africa,,,,,,,,Palms,,,,
PA,637,Pa7187,,42.5,N,45.0,E,Asia,,,,,,,,,,,,
PA,638,Pa7186,,51.0,N,7.0,E,Europe,,,,,,,,,,,,
PA,639,Pa7188,,-35.0,S,173.0,E,New Zealand,,,,,,,,,,,,
PA,640,Pa7188.3,,-45.0,S,168.6,E,New Zealand,,,,,,,,,,,,
PA,641,Pa7188.4,,-38.3,S,177.5,E,New Zealand,,,,,,,,,,,,
PA,642,Pa7188.5,,-36.0,S,174.0,E,New Zealand,,,,,,,,,,,,
PA,643,Pa7188.6,,-37.8,S,176.7,E,New Zealand,,,,,,,,,,,,
CR,644,Cr7188.1,,-28.5,S,16.75,E,Africa,,,,,,,,Crocodilians,,,,
CR,645,Cr7188.2,,-30.0,S,19.0,E,Africa,,,,,,,,,,,,
CR,646,Cr7189,,32.0,N,65.0,E,Asia,,,,,,,,,,,,
CR,647,Cr7190,,37.0,N,118.0,E,Asia,,,,,,,,,,,,
CR,648,Cr7190.1,,-32.0,S,138.0,E,Australia,,,,,,,,,,,,
CR,649,Cr7191,,48.0,N,11.0,E,Europe,,,,,,,,,,,,
CR,650,Cr7191.1,,-45.0,S,170.0,E,New Zealand,,,,,,,,,,,,
CR,651,Cr7192,,42.0,N,-103.0,W,North America,,,,,,,,,,,,
CR,652,Cr7193,,-33.0,S,-61.0,W,South America,,,,,,,,,,,,
DO NOT USE,Messinian,,,,,,,,,,,,,,,,,,,
E,1,E38,,35.0,N,33.0,E,Europe,,,,,,,,Messinian evaporites,,,,
E,2,E43,,33.0,N,14.0,E,Europe,,,,,,,,,,,,
E,3,E44,,40.0,N,5.0,E,Europe,,,,,,,,,,,,
E,4,E45,,34.0,N,25.0,E,Europe,,,,,,,,,,,,
E,5,E49,,32.0,N,-5.0,W,Europe,,,,,,,,,,,,
